customer_id,call_date,queue,handle_time_min,is_repeat_7d
C0009944,2025-12-16,General_Inquiry,7.7,1
C0032016,2025-11-04,General_Inquiry,8.6,0
C0041469,2026-03-07,Sales,8.7,0
C0008647,2026-01-01,Technical_Support,9.5,0
C0038553,2026-02-24,Retention,15.8,0
C0033800,2026-03-28,Billing,6.9,1
C0005666,2025-10-13,Billing,6.0,0
C0016179,2025-10-30,General_Inquiry,4.3,1
C0027425,2026-01-24,Billing,7.5,1
C0018426,2025-11-06,Billing,13.1,0
C0027415,2025-10-07,General_Inquiry,6.5,0
C0032786,2025-11-05,Technical_Support,11.5,1
C0043454,2025-12-22,General_Inquiry,9.0,0
C0029961,2025-11-13,Technical_Support,16.0,0
C0029897,2025-11-19,Technical_Support,17.0,1
C0030680,2026-02-27,Sales,5.9,0
C0036570,2025-12-22,Technical_Support,19.3,1
C0011482,2025-10-09,General_Inquiry,3.8,0
C0005608,2025-11-24,Mobile_Support,13.8,1
C0013734,2025-11-12,Technical_Support,19.8,0
C0039315,2025-10-16,Billing,3.0,0
C0022604,2026-02-17,Technical_Support,3.4,1
C0028389,2025-11-23,Retention,25.4,1
C0007721,2026-02-08,Technical_Support,8.6,1
C0009139,2025-11-28,Technical_Support,19.5,1
C0026546,2025-10-13,Retention,12.1,0
C0019878,2026-02-26,General_Inquiry,2.2,1
C0047498,2026-03-13,General_Inquiry,3.7,0
C0033795,2025-10-01,General_Inquiry,8.6,1
C0041165,2025-12-27,Billing,2.1,0
C0004338,2025-11-08,Sales,7.3,0
C0043382,2026-02-18,General_Inquiry,8.5,0
C0035839,2025-10-31,Technical_Support,18.1,0
C0015316,2025-12-10,Billing,2.0,1
C0028353,2026-01-17,General_Inquiry,7.8,1
C0046756,2026-03-20,Billing,8.8,0
C0033962,2025-10-10,Mobile_Support,16.7,0
C0017180,2025-12-15,Billing,1.7,0
C0003786,2025-12-18,Retention,22.3,0
C0026277,2025-10-09,Billing,10.7,0
C0033950,2026-03-23,Mobile_Support,3.0,1
C0008824,2026-01-01,Retention,19.8,0
C0005812,2026-01-01,Retention,21.4,0
C0005334,2026-01-12,General_Inquiry,8.0,1
C0046619,2026-02-01,Technical_Support,21.6,0
C0007369,2026-01-13,Billing,9.7,0
C0016011,2025-11-10,Billing,8.5,0
C0001106,2026-03-09,General_Inquiry,3.9,0
C0045201,2025-10-07,Retention,13.9,0
C0010489,2026-01-12,Technical_Support,17.7,0
C0037870,2026-03-19,General_Inquiry,13.1,0
C0001744,2026-02-23,Billing,1.1,0
C0022385,2026-03-05,General_Inquiry,7.4,0
C0038372,2026-01-15,General_Inquiry,8.8,1
C0029489,2025-10-03,Sales,7.0,0
C0000830,2026-03-21,Mobile_Support,13.1,1
C0045548,2026-02-10,General_Inquiry,9.4,0
C0011143,2025-10-18,Billing,12.9,1
C0029867,2026-02-27,General_Inquiry,7.7,0
C0048342,2026-01-30,Billing,8.0,0
C0038464,2026-02-10,General_Inquiry,7.2,0
C0035016,2026-01-31,Billing,5.8,0
C0036344,2026-02-17,Technical_Support,13.5,1
C0039762,2025-11-12,Mobile_Support,6.7,0
C0026562,2026-03-02,Technical_Support,16.2,0
C0012928,2025-10-31,Billing,13.0,1
C0028682,2026-01-09,Billing,5.4,0
C0040623,2025-10-24,Sales,9.7,0
C0030033,2025-11-04,Technical_Support,19.6,0
C0010259,2025-10-03,Mobile_Support,10.2,0
C0003147,2025-10-04,Mobile_Support,20.1,1
C0040631,2025-12-23,Retention,23.2,0
C0037648,2025-12-15,Technical_Support,17.2,1
C0004678,2025-10-23,Sales,7.7,0
C0043812,2025-11-03,General_Inquiry,6.9,1
C0027160,2026-02-24,Retention,22.0,0
C0018763,2025-10-10,Retention,22.2,0
C0039811,2025-11-30,Sales,17.4,1
C0024119,2025-12-31,Technical_Support,13.6,1
C0045389,2026-02-16,Technical_Support,9.5,1
C0035410,2025-11-18,Technical_Support,15.4,0
C0047650,2025-11-25,Sales,9.4,0
C0012167,2025-11-02,Billing,11.6,0
C0048850,2025-11-22,Technical_Support,21.1,1
C0012933,2025-10-23,Retention,23.5,1
C0039087,2026-03-18,Technical_Support,14.5,1
C0042255,2026-02-10,Retention,11.3,1
C0020220,2026-02-02,Billing,7.7,0
C0005861,2026-03-26,Mobile_Support,18.9,0
C0047360,2026-03-04,Technical_Support,17.9,0
C0041749,2026-02-22,Sales,12.3,0
C0027704,2026-02-13,General_Inquiry,2.1,1
C0021025,2025-10-25,Billing,5.8,1
C0005033,2025-11-17,Billing,3.7,0
C0009587,2025-12-09,Technical_Support,13.5,0
C0016187,2025-10-24,Billing,5.7,1
C0045192,2026-03-26,Retention,8.6,0
C0027753,2025-10-03,Technical_Support,10.3,0
C0011115,2025-12-16,Mobile_Support,14.9,1
C0035775,2025-11-12,Technical_Support,14.3,1
C0037278,2025-10-14,Billing,5.0,0
C0021929,2025-10-30,General_Inquiry,6.4,1
C0031515,2026-01-13,Sales,10.0,0
C0006257,2025-12-28,Retention,36.4,1
C0025660,2025-12-30,Billing,6.7,1
C0040126,2026-02-09,General_Inquiry,4.3,0
C0020123,2025-11-07,Billing,5.2,0
C0007671,2025-12-31,Sales,9.2,0
C0000874,2025-11-03,Mobile_Support,7.8,0
C0017281,2026-03-31,Billing,4.9,1
C0047139,2025-11-10,Technical_Support,15.8,0
C0009973,2025-10-31,Retention,10.9,0
C0003752,2026-02-12,Billing,12.4,0
C0028846,2025-11-17,Retention,1.0,0
C0039901,2026-02-13,Billing,7.0,0
C0042364,2026-02-07,General_Inquiry,10.2,0
C0033424,2025-11-07,Billing,12.2,0
C0007632,2026-01-19,Technical_Support,9.6,0
C0027828,2026-01-02,Billing,4.7,1
C0041793,2026-01-17,General_Inquiry,11.0,1
C0000750,2025-11-27,General_Inquiry,10.0,1
C0036231,2026-03-07,Sales,16.3,1
C0014069,2025-11-12,Technical_Support,11.6,0
C0019937,2026-03-26,Technical_Support,18.3,1
C0016474,2026-01-29,Billing,5.1,0
C0025275,2026-03-23,Technical_Support,22.5,0
C0042311,2025-12-05,Technical_Support,10.2,0
C0045763,2026-03-20,General_Inquiry,4.1,1
C0020071,2025-12-23,Technical_Support,16.3,1
C0020141,2026-01-21,Technical_Support,15.1,1
C0044868,2025-11-18,Retention,13.8,1
C0037083,2025-11-29,Billing,2.8,0
C0041195,2025-10-06,Technical_Support,10.8,0
C0027063,2025-11-09,Technical_Support,10.8,0
C0020078,2026-03-21,Technical_Support,1.0,1
C0014562,2026-01-27,Billing,8.9,1
C0044203,2026-03-16,Billing,13.4,0
C0036020,2025-10-20,General_Inquiry,8.0,1
C0001134,2026-01-30,Billing,6.4,0
C0003982,2025-12-16,General_Inquiry,5.0,0
C0015668,2026-01-08,General_Inquiry,1.6,0
C0035176,2026-01-29,Retention,20.8,0
C0030496,2025-11-10,Billing,4.5,0
C0046410,2025-10-08,Retention,10.3,1
C0003218,2026-02-10,Sales,13.0,0
C0035015,2025-12-09,Mobile_Support,7.5,0
C0015095,2026-03-12,Technical_Support,19.3,0
C0006046,2026-02-01,General_Inquiry,7.7,1
C0030005,2025-12-10,Billing,8.7,0
C0048091,2025-10-31,Sales,7.0,0
C0038407,2026-03-11,General_Inquiry,5.7,1
C0039330,2026-01-23,Billing,1.0,1
C0002818,2026-03-24,Billing,3.7,1
C0010153,2025-12-17,Billing,4.3,0
C0034581,2026-02-27,Sales,15.3,0
C0008538,2025-12-26,General_Inquiry,9.8,0
C0040194,2025-10-30,Technical_Support,16.3,0
C0032378,2025-10-25,Retention,22.2,0
C0046157,2026-01-20,Retention,9.6,1
C0017449,2025-12-25,Billing,10.2,1
C0012261,2025-10-07,Billing,6.8,1
C0012509,2026-03-25,Sales,13.9,0
C0009454,2025-10-22,Billing,7.7,1
C0020768,2026-02-23,General_Inquiry,6.6,1
C0004502,2026-03-04,Sales,13.5,0
C0044063,2025-10-17,General_Inquiry,7.5,1
C0013942,2026-03-30,Technical_Support,12.3,1
C0002869,2025-11-17,Billing,7.6,0
C0001732,2026-03-09,Technical_Support,6.4,1
C0008032,2026-02-22,Billing,10.8,1
C0049703,2025-11-20,General_Inquiry,3.4,1
C0041456,2025-10-03,Technical_Support,17.2,0
C0039720,2026-01-14,Billing,5.9,1
C0049986,2025-10-25,Billing,12.1,1
C0031579,2025-11-26,Retention,15.5,1
C0019639,2025-10-13,Billing,12.1,0
C0039872,2025-10-01,Mobile_Support,11.9,0
C0030283,2026-02-24,Technical_Support,14.0,1
C0000547,2025-11-28,Billing,12.4,0
C0041565,2025-10-15,Technical_Support,17.3,0
C0022370,2025-10-13,Billing,11.1,1
C0001251,2025-11-30,Billing,11.0,1
C0023049,2026-02-16,Sales,10.5,0
C0012801,2026-02-06,Mobile_Support,11.9,0
C0031847,2026-02-08,Mobile_Support,17.4,0
C0005634,2026-03-09,Billing,10.5,0
C0002218,2025-11-13,General_Inquiry,7.7,1
C0029002,2025-12-24,Retention,23.4,1
C0043206,2026-02-05,Billing,7.1,0
C0036780,2025-12-04,Retention,18.2,0
C0036043,2025-12-05,Sales,22.2,1
C0048456,2026-02-02,Billing,7.6,1
C0023483,2025-10-15,Mobile_Support,21.6,1
C0008667,2026-02-06,Billing,1.0,1
C0026754,2026-01-04,Technical_Support,15.6,0
C0028046,2025-10-28,Sales,13.1,1
C0021218,2026-01-30,Billing,4.6,0
C0007396,2026-02-02,Technical_Support,24.3,1
C0012231,2026-03-16,Retention,21.3,0
C0014102,2026-03-03,Technical_Support,3.1,0
C0016071,2025-11-14,Billing,9.7,1
C0043614,2025-11-20,Sales,13.2,0
C0036739,2025-12-02,Billing,5.7,0
C0031687,2026-01-26,Billing,7.5,0
C0005870,2025-10-24,Technical_Support,8.8,1
C0025384,2026-02-03,Sales,7.2,0
C0019320,2026-02-27,Billing,10.5,0
C0042147,2025-11-29,Billing,12.2,1
C0010477,2026-02-13,Technical_Support,13.2,0
C0002306,2025-12-12,General_Inquiry,3.5,1
C0035562,2026-02-08,Technical_Support,18.5,1
C0042131,2025-10-04,Mobile_Support,7.3,0
C0042026,2026-02-05,Sales,11.1,0
C0000707,2025-12-04,Technical_Support,20.1,1
C0005804,2025-12-01,Technical_Support,7.5,1
C0000590,2025-10-08,Mobile_Support,5.8,0
C0007745,2025-10-22,Technical_Support,3.8,1
C0011327,2026-01-14,Technical_Support,17.1,0
C0049365,2025-12-25,Billing,4.2,0
C0020258,2025-10-24,Billing,10.0,0
C0032807,2025-12-26,Billing,7.0,1
C0015513,2026-03-14,General_Inquiry,9.5,1
C0019063,2025-10-10,Mobile_Support,6.1,1
C0002586,2026-03-01,Technical_Support,20.6,1
C0009126,2025-10-18,Mobile_Support,11.9,0
C0003548,2026-02-13,Retention,10.1,1
C0048440,2025-10-09,Sales,12.5,0
C0008041,2026-03-12,Technical_Support,12.6,1
C0040144,2025-10-21,Technical_Support,15.1,0
C0036473,2026-01-25,Billing,5.2,0
C0005007,2025-10-09,Retention,9.6,1
C0023494,2025-10-24,Billing,3.0,0
C0033342,2026-01-20,Mobile_Support,15.4,0
C0013626,2026-03-19,Billing,6.2,0
C0019520,2025-10-13,Billing,12.2,0
C0012220,2025-10-29,Sales,13.5,0
C0031845,2025-10-11,Mobile_Support,13.9,0
C0033022,2025-11-25,Billing,15.3,0
C0034024,2025-12-10,Retention,14.5,0
C0023495,2026-02-23,Technical_Support,13.3,0
C0008365,2026-03-10,Technical_Support,6.0,1
C0022171,2025-11-27,Billing,9.4,0
C0029687,2025-12-20,General_Inquiry,7.6,0
C0043472,2025-10-22,General_Inquiry,9.6,1
C0035389,2025-10-03,Retention,8.9,0
C0043097,2025-12-30,General_Inquiry,9.9,0
C0026668,2026-03-13,Retention,22.2,0
C0045041,2025-12-02,Billing,4.9,1
C0040188,2025-12-20,General_Inquiry,6.7,0
C0025592,2025-10-16,Mobile_Support,14.8,0
C0025417,2026-03-09,General_Inquiry,10.6,0
C0027037,2025-12-09,Retention,27.3,0
C0014274,2025-12-12,Retention,21.2,1
C0018449,2025-12-05,Sales,7.3,0
C0028479,2026-03-28,Technical_Support,8.5,1
C0024113,2025-10-25,Billing,6.3,0
C0026661,2025-11-23,General_Inquiry,10.7,0
C0002044,2025-12-21,Mobile_Support,15.3,1
C0047469,2025-12-18,Technical_Support,12.2,1
C0017078,2025-12-27,Technical_Support,8.7,1
C0037954,2026-03-18,General_Inquiry,7.4,0
C0006171,2026-02-25,Retention,15.6,0
C0023157,2025-11-12,Technical_Support,12.5,0
C0034368,2025-10-09,General_Inquiry,6.7,0
C0020912,2025-11-08,Technical_Support,7.9,0
C0035928,2025-11-03,Billing,13.0,1
C0016887,2025-11-08,General_Inquiry,4.6,0
C0016009,2026-01-24,Billing,11.8,1
C0017654,2025-12-04,Billing,6.9,1
C0030637,2025-10-20,Billing,13.4,0
C0013726,2025-10-04,Mobile_Support,4.4,0
C0012639,2025-11-28,Billing,4.9,1
C0033068,2026-01-10,Billing,11.2,0
C0042051,2026-01-16,General_Inquiry,3.0,0
C0001380,2025-11-28,Billing,8.6,0
C0019958,2025-12-31,General_Inquiry,8.4,1
C0008845,2025-12-04,Billing,9.1,0
C0023323,2025-11-02,Sales,4.3,1
C0041473,2026-01-20,Technical_Support,18.4,1
C0036593,2026-01-11,Sales,11.2,1
C0022263,2026-03-17,Sales,9.2,1
C0021622,2025-12-25,Sales,1.9,0
C0030662,2025-10-03,Billing,3.6,0
C0016950,2025-11-25,Mobile_Support,10.6,0
C0033147,2026-03-30,Billing,10.0,0
C0041487,2025-12-30,General_Inquiry,7.1,0
C0042168,2026-03-18,Retention,7.2,0
C0047034,2025-10-13,Technical_Support,9.0,0
C0035975,2025-10-26,Retention,12.8,0
C0007155,2026-02-18,General_Inquiry,6.8,0
C0016253,2026-03-02,Technical_Support,9.0,1
C0018339,2026-02-17,Technical_Support,9.1,1
C0023146,2026-02-08,General_Inquiry,6.2,1
C0015124,2025-12-29,Retention,18.7,0
C0003024,2026-03-03,Billing,7.0,1
C0031745,2025-10-20,Billing,6.3,0
C0011250,2025-10-05,Retention,8.7,0
C0011371,2026-01-12,Billing,7.7,0
C0033332,2026-01-02,Sales,6.8,1
C0001287,2025-11-05,Technical_Support,13.3,0
C0018336,2025-12-17,Mobile_Support,11.9,0
C0005376,2026-01-05,Mobile_Support,11.8,0
C0028442,2025-11-30,Sales,7.3,0
C0049497,2025-10-21,Billing,15.5,1
C0045457,2025-11-18,General_Inquiry,13.9,1
C0047774,2025-11-07,Technical_Support,19.1,1
C0036890,2025-11-29,General_Inquiry,7.7,0
C0024586,2026-01-15,General_Inquiry,4.2,1
C0037201,2026-02-04,Retention,16.2,1
C0019881,2026-01-29,General_Inquiry,9.6,0
C0010887,2026-01-23,General_Inquiry,2.1,0
C0000268,2025-11-04,Billing,9.7,1
C0042534,2025-10-04,Technical_Support,17.8,0
C0010321,2026-01-19,Retention,15.4,0
C0018300,2026-03-15,General_Inquiry,9.7,0
C0015158,2026-01-12,Technical_Support,7.9,1
C0046539,2025-11-23,Retention,25.9,1
C0014681,2025-12-15,Billing,11.7,0
C0002353,2026-02-03,Technical_Support,13.6,1
C0005022,2025-11-19,Billing,8.7,1
C0024854,2026-02-27,Sales,13.6,0
C0042520,2025-10-08,Retention,7.7,1
C0005457,2025-12-12,General_Inquiry,4.0,1
C0021806,2026-03-26,Technical_Support,26.2,0
C0031465,2026-03-03,Billing,7.3,0
C0007145,2025-10-06,Mobile_Support,11.9,1
C0042220,2026-01-29,Billing,8.7,1
C0027180,2025-12-02,Billing,6.0,1
C0049283,2025-10-20,Sales,9.7,0
C0013433,2025-10-20,Billing,6.8,0
C0017791,2025-11-25,Billing,3.6,1
C0034479,2026-03-05,General_Inquiry,6.7,1
C0038042,2026-03-07,Technical_Support,10.3,0
C0042291,2026-03-28,Technical_Support,14.8,1
C0003403,2025-11-13,General_Inquiry,11.3,0
C0047287,2025-11-17,Technical_Support,8.5,0
C0028585,2025-11-14,Sales,10.9,1
C0044912,2026-03-08,Technical_Support,7.2,0
C0003042,2026-03-18,General_Inquiry,8.9,1
C0003078,2025-10-30,General_Inquiry,9.8,0
C0004194,2026-01-27,Billing,8.5,0
C0018891,2026-01-12,Technical_Support,16.9,0
C0028703,2026-02-23,Retention,30.7,0
C0047735,2026-03-23,General_Inquiry,13.2,0
C0020420,2025-10-26,Technical_Support,15.0,0
C0003331,2025-10-17,Technical_Support,9.1,1
C0013348,2026-03-08,Mobile_Support,19.1,1
C0037356,2026-02-03,Sales,11.4,0
C0012087,2025-10-21,Technical_Support,17.6,1
C0034099,2026-03-29,Technical_Support,3.3,1
C0046121,2026-03-13,Technical_Support,12.6,1
C0027753,2026-03-03,Sales,13.8,0
C0033199,2025-10-10,Technical_Support,13.4,0
C0011013,2025-12-01,Billing,3.6,1
C0033970,2026-03-10,Retention,21.6,1
C0044948,2025-12-23,Technical_Support,12.8,0
C0005215,2026-03-16,Technical_Support,17.7,1
C0006116,2025-10-21,Technical_Support,20.2,0
C0041934,2026-02-06,Billing,11.3,0
C0008561,2025-12-26,Technical_Support,10.8,0
C0011650,2026-02-06,Mobile_Support,16.9,0
C0000854,2025-11-20,Billing,5.6,0
C0004626,2026-03-19,Retention,13.8,0
C0006063,2025-12-04,Sales,16.4,0
C0023582,2026-03-09,Billing,8.4,1
C0030331,2025-10-17,Sales,15.0,1
C0030200,2026-03-22,Billing,6.5,0
C0036858,2026-03-07,Technical_Support,7.8,1
C0027241,2025-11-25,Billing,6.2,1
C0008232,2026-01-29,Billing,8.2,0
C0033465,2026-03-06,Retention,13.9,1
C0032088,2026-02-23,General_Inquiry,10.7,1
C0036094,2026-01-19,Retention,27.7,0
C0006889,2025-10-16,Sales,5.5,0
C0003450,2025-11-27,Billing,10.4,0
C0039557,2026-01-16,General_Inquiry,5.4,0
C0041937,2026-03-11,Billing,5.4,1
C0046533,2025-12-25,General_Inquiry,12.5,1
C0039687,2026-02-24,General_Inquiry,9.3,0
C0001141,2025-10-30,Sales,7.1,0
C0048040,2025-12-31,Billing,9.8,0
C0032307,2026-03-14,Technical_Support,14.0,0
C0038500,2025-10-01,General_Inquiry,4.6,1
C0029856,2025-12-27,Mobile_Support,11.7,0
C0012856,2026-03-19,Technical_Support,6.3,0
C0028156,2025-12-11,Billing,9.7,1
C0013330,2026-01-14,Technical_Support,26.9,0
C0029536,2026-02-12,Retention,10.2,1
C0048456,2026-03-15,Technical_Support,6.0,1
C0026675,2026-01-29,General_Inquiry,5.6,1
C0047283,2026-03-02,Technical_Support,13.1,0
C0048735,2026-01-20,Mobile_Support,11.8,0
C0001585,2026-01-12,Technical_Support,11.4,0
C0023402,2025-10-28,Retention,11.7,0
C0038394,2025-12-06,Technical_Support,12.2,1
C0030418,2026-01-28,Technical_Support,6.3,0
C0024765,2026-02-21,Sales,13.8,0
C0016949,2025-12-10,Billing,4.0,0
C0039718,2026-03-19,Sales,3.4,0
C0045750,2025-12-11,Billing,7.0,0
C0044467,2025-12-20,Billing,8.4,0
C0023567,2026-02-21,Billing,7.1,0
C0039569,2026-01-15,General_Inquiry,7.9,0
C0023099,2026-01-26,Technical_Support,16.1,1
C0016020,2026-01-19,Billing,11.8,0
C0031354,2025-11-15,Technical_Support,1.0,0
C0032777,2025-12-29,Billing,9.6,0
C0039932,2026-03-27,General_Inquiry,6.7,1
C0014815,2025-12-04,General_Inquiry,3.6,0
C0043562,2026-03-26,Mobile_Support,7.0,0
C0040144,2025-12-30,Billing,8.3,0
C0023165,2026-03-06,Mobile_Support,8.0,0
C0013283,2025-11-17,Mobile_Support,13.4,0
C0049555,2026-02-28,Billing,9.9,1
C0030641,2025-12-23,Billing,7.8,1
C0027034,2026-01-12,Billing,3.2,1
C0027889,2026-03-18,Billing,7.4,0
C0001558,2025-12-02,Retention,23.8,1
C0041252,2025-10-08,General_Inquiry,4.0,1
C0031961,2026-01-04,Mobile_Support,12.7,0
C0036598,2026-01-28,General_Inquiry,6.7,0
C0021014,2026-03-16,Retention,16.0,0
C0027880,2026-03-18,General_Inquiry,10.7,1
C0001168,2026-01-30,Technical_Support,9.6,0
C0018300,2026-02-27,Technical_Support,28.8,0
C0038466,2025-11-04,Technical_Support,1.3,1
C0046035,2025-11-14,Billing,6.9,0
C0013159,2026-02-03,Billing,11.6,0
C0029267,2025-12-17,Technical_Support,20.5,0
C0014676,2026-03-10,Technical_Support,1.0,1
C0049913,2026-01-10,General_Inquiry,6.0,0
C0014533,2025-11-20,Mobile_Support,9.1,0
C0014565,2026-01-11,Sales,11.3,0
C0029673,2026-02-16,Billing,2.8,1
C0040367,2026-01-22,Billing,8.9,0
C0023464,2025-11-14,Mobile_Support,15.8,0
C0026783,2026-03-04,Retention,19.6,1
C0046788,2025-10-02,Mobile_Support,12.4,0
C0004019,2026-03-03,Billing,11.5,0
C0007377,2025-12-30,Technical_Support,14.6,0
C0003307,2026-01-08,Sales,8.7,0
C0031339,2026-03-06,Billing,6.2,0
C0043725,2025-11-26,Billing,3.6,0
C0042394,2026-02-03,Mobile_Support,11.4,0
C0027109,2025-12-30,Billing,11.4,0
C0043671,2026-01-01,Technical_Support,14.1,1
C0016357,2025-12-15,Billing,6.9,0
C0001372,2026-03-12,General_Inquiry,9.8,0
C0003604,2025-12-09,Billing,6.0,0
C0024149,2026-01-27,General_Inquiry,6.7,1
C0041767,2025-11-04,Billing,4.2,0
C0035080,2025-11-05,Billing,6.2,0
C0046432,2026-01-08,Mobile_Support,5.6,0
C0027952,2026-02-13,Retention,22.1,0
C0010945,2025-11-30,Retention,26.4,0
C0030759,2025-10-23,Billing,10.0,1
C0040644,2025-11-02,Sales,16.8,0
C0018419,2025-11-06,Billing,13.8,0
C0013942,2026-02-22,Sales,8.6,0
C0018851,2025-12-16,Billing,8.1,0
C0009280,2025-12-04,Retention,15.2,1
C0000528,2026-01-26,Technical_Support,16.0,1
C0048840,2025-12-26,Retention,33.8,0
C0003271,2025-12-31,Sales,2.4,0
C0014200,2026-03-04,Retention,8.4,0
C0017222,2026-02-11,General_Inquiry,10.1,1
C0020446,2025-10-15,Sales,15.5,0
C0047717,2025-10-10,Technical_Support,8.6,0
C0010901,2025-10-07,Billing,9.3,1
C0046261,2025-12-21,Technical_Support,10.6,0
C0001715,2026-03-25,Mobile_Support,8.3,1
C0045790,2025-12-24,Technical_Support,9.4,0
C0046458,2025-12-26,Technical_Support,18.2,0
C0020923,2026-02-08,Retention,18.3,0
C0031450,2025-12-24,Sales,5.3,0
C0015187,2026-03-12,Mobile_Support,8.0,1
C0049874,2025-12-05,Mobile_Support,8.3,1
C0020356,2025-10-24,Technical_Support,24.2,1
C0041716,2025-10-31,Billing,5.7,0
C0043984,2026-01-01,Technical_Support,20.2,1
C0032453,2025-12-04,Billing,5.6,0
C0032306,2026-02-14,Billing,4.4,0
C0034623,2026-02-24,Technical_Support,11.0,1
C0036358,2025-11-17,Billing,4.9,1
C0003349,2025-10-24,Billing,8.3,1
C0005216,2026-01-16,Technical_Support,19.4,0
C0002252,2026-03-11,General_Inquiry,6.7,0
C0009239,2026-03-23,General_Inquiry,8.6,1
C0028836,2025-10-19,Technical_Support,14.6,1
C0025976,2026-01-30,Billing,6.5,0
C0036083,2026-02-24,Retention,23.9,0
C0043615,2025-12-16,Technical_Support,13.8,0
C0003226,2025-12-15,Technical_Support,17.8,1
C0048521,2025-10-20,Technical_Support,19.3,0
C0040158,2026-03-25,General_Inquiry,5.4,1
C0031563,2025-11-01,Retention,12.1,1
C0020371,2025-12-15,Technical_Support,23.8,1
C0028886,2026-03-19,Sales,13.5,1
C0040862,2025-12-22,Retention,21.5,1
C0020762,2025-12-17,Billing,3.8,1
C0036837,2026-01-02,Billing,13.7,1
C0049517,2025-10-28,Billing,8.9,0
C0011007,2025-11-26,Technical_Support,22.0,1
C0016113,2026-02-27,Billing,10.1,0
C0024630,2026-03-02,Technical_Support,21.1,0
C0029219,2025-10-07,Sales,9.3,0
C0028155,2026-01-05,Technical_Support,8.7,0
C0005033,2025-12-22,Sales,7.7,0
C0040968,2026-01-17,General_Inquiry,4.9,1
C0022544,2026-03-20,General_Inquiry,4.7,0
C0022589,2025-12-25,Mobile_Support,9.2,1
C0046931,2025-11-14,Retention,12.8,1
C0036073,2025-10-19,Sales,12.8,0
C0014362,2025-11-19,Sales,6.4,0
C0023106,2026-02-16,Billing,7.9,1
C0035840,2026-01-28,Billing,6.4,0
C0010366,2025-10-09,Technical_Support,12.3,0
C0005255,2026-03-06,Billing,13.5,0
C0019500,2025-10-03,Mobile_Support,15.1,1
C0032971,2025-12-11,Technical_Support,21.1,1
C0014367,2026-02-10,Technical_Support,17.8,0
C0046161,2026-01-30,General_Inquiry,8.8,0
C0029945,2025-10-15,Billing,8.3,1
C0033118,2025-11-25,General_Inquiry,9.4,0
C0040837,2025-11-13,Technical_Support,19.3,0
C0007107,2025-10-07,Billing,5.0,0
C0015032,2025-10-03,Technical_Support,16.4,1
C0013257,2026-01-20,Billing,8.1,1
C0004807,2026-02-16,General_Inquiry,4.3,1
C0000420,2026-01-22,Mobile_Support,7.1,1
C0038087,2026-01-27,Technical_Support,22.6,1
C0004930,2025-11-08,Sales,10.9,0
C0046558,2026-01-05,General_Inquiry,9.7,0
C0024047,2025-11-19,Sales,8.4,0
C0007550,2025-12-01,Technical_Support,19.3,0
C0047452,2025-11-28,Billing,11.8,0
C0007684,2025-10-09,Retention,22.0,0
C0025891,2025-12-08,Technical_Support,9.9,1
C0017316,2025-10-21,Billing,11.8,1
C0017108,2026-01-27,Billing,8.8,1
C0040920,2026-01-01,Sales,12.6,0
C0015967,2026-02-27,General_Inquiry,11.9,1
C0030930,2025-11-16,Billing,15.3,0
C0036194,2025-12-21,Sales,8.7,0
C0045125,2025-12-08,Technical_Support,2.0,1
C0010716,2026-03-21,Billing,5.8,0
C0041442,2025-12-11,Billing,8.7,0
C0034594,2025-11-19,Billing,15.0,1
C0030135,2025-11-06,Billing,8.3,1
C0039138,2025-11-28,Mobile_Support,11.9,1
C0046046,2026-03-24,Mobile_Support,13.9,1
C0049744,2025-10-13,Technical_Support,9.2,0
C0034623,2025-11-24,Billing,10.0,0
C0014591,2026-01-12,Billing,1.0,1
C0046530,2026-02-18,Retention,3.7,0
C0016868,2026-03-25,Mobile_Support,16.2,0
C0035914,2025-10-01,Billing,13.9,0
C0042947,2026-02-26,Billing,14.8,0
C0046621,2025-12-26,Billing,12.5,0
C0036613,2025-10-01,General_Inquiry,7.6,0
C0037817,2026-01-22,General_Inquiry,8.4,1
C0025619,2026-02-10,General_Inquiry,8.1,0
C0019646,2026-03-13,Technical_Support,14.7,1
C0004021,2026-03-05,Billing,3.9,0
C0034045,2025-10-14,Sales,14.0,0
C0040563,2025-10-28,General_Inquiry,11.7,0
C0040090,2025-12-01,Billing,6.9,0
C0020651,2026-02-19,General_Inquiry,5.7,0
C0018902,2025-10-02,Mobile_Support,8.5,1
C0037015,2025-10-27,Billing,8.7,0
C0032181,2026-02-22,General_Inquiry,5.7,1
C0016236,2025-12-20,Billing,7.4,0
C0006219,2025-11-22,Technical_Support,18.7,0
C0029955,2026-01-08,General_Inquiry,9.8,0
C0003710,2026-03-30,Sales,5.1,1
C0035669,2025-12-05,Billing,4.0,0
C0007677,2025-10-19,Mobile_Support,10.9,0
C0038783,2025-12-21,General_Inquiry,6.9,0
C0024124,2026-02-12,Retention,12.0,0
C0027478,2026-03-24,Retention,17.6,0
C0008979,2025-12-30,Sales,2.6,0
C0038387,2026-03-03,General_Inquiry,6.7,0
C0008864,2026-02-09,Sales,13.1,0
C0001804,2025-10-19,Technical_Support,14.1,0
C0037999,2025-12-07,Billing,14.1,0
C0014269,2026-02-26,General_Inquiry,7.5,0
C0015610,2025-10-27,General_Inquiry,7.6,0
C0039118,2025-11-07,Billing,7.8,0
