zip,month,has_fiber_competitor,our_penetration,connect_rate,competitor_price_monthly
70548,2026-06,0,0.6889,0.042,
38864,2025-10,0,0.4933,0.0489,
38864,2025-11,0,0.4939,0.048,
38864,2025-12,0,0.4928,0.0405,
38864,2026-01,0,0.5063,0.0423,
38864,2026-02,0,0.5052,0.0405,
38864,2026-03,0,0.4933,0.0461,
38864,2026-04,0,0.5095,0.0533,
38864,2026-05,0,0.5157,0.0396,
38864,2026-06,0,0.4715,0.0453,
58060,2025-10,1,0.2712,0.0234,56.06
58060,2025-11,1,0.2725,0.0404,46.36
58060,2025-12,1,0.2678,0.0146,45.74
58060,2026-01,1,0.2648,0.0352,49.14
58060,2026-02,1,0.2857,0.0364,60.21
58060,2026-03,1,0.2621,0.019,61.49
58060,2026-04,1,0.2588,0.0334,67.63
58060,2026-05,1,0.2667,0.0259,44.9
58060,2026-06,1,0.2318,0.0236,42.5
36872,2025-10,1,0.277,0.0241,50.34
36872,2025-11,1,0.2723,0.0192,39.3
36872,2025-12,1,0.2724,0.0241,58.59
36872,2026-01,1,0.26,0.0177,53.36
36872,2026-02,1,0.2822,0.0338,56.08
36872,2026-03,1,0.2675,0.0252,53.82
36872,2026-04,1,0.2418,0.0294,46.69
36872,2026-05,1,0.2861,0.0267,51.08
36872,2026-06,1,0.233,0.0291,60.5
58648,2025-10,0,0.75,0.0372,
58648,2025-11,0,0.7499,0.0254,
58648,2025-12,0,0.7469,0.0432,
58648,2026-01,0,0.7408,0.0313,
58648,2026-02,0,0.7707,0.0469,
58648,2026-03,0,0.7426,0.0507,
58648,2026-04,0,0.7474,0.0348,
58648,2026-05,0,0.7395,0.05,
58648,2026-06,0,0.7918,0.0555,
94492,2025-10,0,0.5638,0.0533,
94492,2025-11,0,0.5666,0.0427,
94492,2025-12,0,0.5605,0.0347,
94492,2026-01,0,0.5637,0.0408,
94492,2026-02,0,0.571,0.0334,
94492,2026-03,0,0.563,0.0435,
94492,2026-04,0,0.5794,0.0618,
94492,2026-05,0,0.5475,0.0316,
94492,2026-06,0,0.5747,0.0373,
81021,2025-10,0,0.574,0.0574,
81021,2025-11,0,0.5797,0.0465,
81021,2025-12,0,0.5737,0.0362,
81021,2026-01,0,0.568,0.0495,
81021,2026-02,0,0.5704,0.0555,
81021,2026-03,0,0.5618,0.043,
81021,2026-04,0,0.6047,0.0313,
81021,2026-05,0,0.5969,0.0565,
81021,2026-06,0,0.585,0.0339,
95873,2025-10,0,0.5088,0.0413,
95873,2025-11,0,0.508,0.0301,
95873,2025-12,0,0.5075,0.0395,
95873,2026-01,0,0.5074,0.0463,
95873,2026-02,0,0.4977,0.0431,
95873,2026-03,0,0.5413,0.0482,
95873,2026-04,0,0.5631,0.0447,
95873,2026-05,0,0.5447,0.054,
95873,2026-06,0,0.5084,0.0415,
49756,2025-10,0,0.4775,0.041,
49756,2025-11,0,0.4815,0.037,
49756,2025-12,0,0.4699,0.0521,
49756,2026-01,0,0.474,0.0467,
49756,2026-02,0,0.468,0.0437,
49756,2026-03,0,0.4843,0.0563,
49756,2026-04,0,0.471,0.0411,
49756,2026-05,0,0.4837,0.0457,
49756,2026-06,0,0.488,0.0495,
45413,2025-10,0,0.5229,0.0297,
45413,2025-11,0,0.5183,0.0354,
45413,2025-12,0,0.5373,0.0404,
45413,2026-01,0,0.5233,0.0425,
45413,2026-02,0,0.5108,0.052,
45413,2026-03,0,0.5325,0.0487,
45413,2026-04,0,0.5185,0.0452,
45413,2026-05,0,0.5226,0.0378,
45413,2026-06,0,0.5377,0.0265,
33314,2025-10,0,0.5555,0.0298,
33314,2025-11,0,0.5561,0.0322,
33314,2025-12,0,0.5564,0.0541,
33314,2026-01,0,0.5593,0.0387,
33314,2026-02,0,0.5709,0.0559,
33314,2026-03,0,0.5823,0.0462,
33314,2026-04,0,0.5599,0.0435,
33314,2026-05,0,0.5959,0.0474,
33314,2026-06,0,0.5583,0.0534,
11957,2025-10,0,0.4929,0.044,
11957,2025-11,0,0.4915,0.0511,
11957,2025-12,0,0.4892,0.0265,
11957,2026-01,0,0.5115,0.0451,
11957,2026-02,0,0.4934,0.0181,
11957,2026-03,0,0.5293,0.0368,
11957,2026-04,0,0.5354,0.0316,
11957,2026-05,0,0.532,0.044,
11957,2026-06,0,0.4805,0.0563,
65704,2025-10,0,0.4687,0.0334,
65704,2025-11,0,0.4722,0.0354,
65704,2025-12,0,0.4807,0.0505,
65704,2026-01,0,0.4627,0.0195,
65704,2026-02,0,0.4775,0.057,
65704,2026-03,0,0.4734,0.063,
65704,2026-04,0,0.4923,0.0564,
65704,2026-05,0,0.4404,0.0391,
65704,2026-06,0,0.4857,0.0519,
22726,2025-10,1,0.2193,0.028,66.86
22726,2025-11,1,0.2189,0.0286,40.09
22726,2025-12,1,0.2174,0.0373,34.75
22726,2026-01,1,0.207,0.0268,56.67
22726,2026-02,1,0.2186,0.0279,36.24
22726,2026-03,1,0.1965,0.0191,61.94
22726,2026-04,1,0.1949,0.0256,68.74
22726,2026-05,1,0.1834,0.0426,51.26
22726,2026-06,1,0.2161,0.0233,52.33
21931,2025-10,1,0.4231,0.0224,64.28
21931,2025-11,1,0.4248,0.0231,55.99
21931,2025-12,1,0.4132,0.0313,67.12
21931,2026-01,1,0.4187,0.04,45.47
21931,2026-02,1,0.3983,0.0209,42.91
21931,2026-03,1,0.4322,0.0301,54.7
21931,2026-04,1,0.3977,0.0348,59.36
21931,2026-05,1,0.3969,0.0324,66.66
21931,2026-06,1,0.4344,0.0377,60.75
26899,2025-10,1,0.3715,0.0373,64.59
26899,2025-11,1,0.3692,0.0405,47.25
26899,2025-12,1,0.3785,0.0163,60.67
26899,2026-01,1,0.3744,0.0305,57.7
26899,2026-02,1,0.3483,0.0269,57.72
26899,2026-03,1,0.36,0.0283,64.6
26899,2026-04,1,0.3331,0.0251,46.12
26899,2026-05,1,0.3325,0.0259,56.46
26899,2026-06,1,0.3475,0.0314,62.68
39460,2025-10,0,0.4552,0.0563,
39460,2025-11,0,0.4598,0.0459,
39460,2025-12,0,0.4522,0.0592,
39460,2026-01,0,0.4571,0.0419,
39460,2026-02,0,0.4702,0.0416,
39460,2026-03,0,0.4632,0.0483,
39460,2026-04,0,0.4766,0.0484,
39460,2026-05,0,0.4717,0.0502,
39460,2026-06,0,0.4419,0.0423,
69330,2025-10,0,0.5524,0.0484,
69330,2025-11,0,0.5504,0.0395,
69330,2025-12,0,0.5557,0.0347,
69330,2026-01,0,0.556,0.0432,
69330,2026-02,0,0.5388,0.0321,
69330,2026-03,0,0.5596,0.0429,
69330,2026-04,0,0.5692,0.0479,
69330,2026-05,0,0.5673,0.0416,
69330,2026-06,0,0.5845,0.032,
63905,2025-10,1,0.2957,0.0291,59.28
63905,2025-11,1,0.2867,0.0227,46.39
63905,2025-12,1,0.2988,0.0328,37.36
63905,2026-01,1,0.2844,0.0253,69.41
63905,2026-02,1,0.305,0.0269,58.57
63905,2026-03,1,0.2598,0.0222,48.63
63905,2026-04,1,0.2985,0.0327,69.74
63905,2026-05,1,0.3142,0.0241,62.58
63905,2026-06,1,0.3024,0.0317,58.89
46830,2025-10,0,0.5404,0.0384,
46830,2025-11,0,0.5457,0.048,
46830,2025-12,0,0.5453,0.0638,
46830,2026-01,0,0.552,0.0638,
46830,2026-02,0,0.5679,0.0568,
46830,2026-03,0,0.5584,0.0304,
46830,2026-04,0,0.5366,0.0348,
46830,2026-05,0,0.5331,0.0533,
46830,2026-06,0,0.5463,0.0788,
70169,2025-10,0,0.5868,0.0339,
70169,2025-11,0,0.5869,0.0539,
70169,2025-12,0,0.5948,0.0343,
70169,2026-01,0,0.6018,0.0482,
70169,2026-02,0,0.5836,0.0324,
70169,2026-03,0,0.5811,0.032,
70169,2026-04,0,0.5768,0.0454,
70169,2026-05,0,0.5997,0.0424,
70169,2026-06,0,0.6097,0.024,
66347,2025-10,0,0.6651,0.0463,
66347,2025-11,0,0.6712,0.0304,
66347,2025-12,0,0.6639,0.0179,
66347,2026-01,0,0.6786,0.0531,
66347,2026-02,0,0.6607,0.0467,
66347,2026-03,0,0.6535,0.0342,
66347,2026-04,0,0.6581,0.0399,
66347,2026-05,0,0.6552,0.0432,
66347,2026-06,0,0.6722,0.0494,
38047,2025-10,1,0.4058,0.0148,61.83
38047,2025-11,1,0.403,0.0163,67.91
38047,2025-12,1,0.4055,0.0247,42.91
38047,2026-01,1,0.4003,0.0196,32.58
38047,2026-02,1,0.39,0.0386,59.3
38047,2026-03,1,0.3879,0.026,64.67
38047,2026-04,1,0.3946,0.0334,68.23
38047,2026-05,1,0.4143,0.0253,53.26
38047,2026-06,1,0.4215,0.0306,46.73
17727,2025-10,1,0.4771,0.0337,48.4
17727,2025-11,1,0.477,0.0284,55.07
17727,2025-12,1,0.4692,0.0263,68.27
17727,2026-01,1,0.4683,0.0312,54.4
17727,2026-02,1,0.4792,0.018,74.6
17727,2026-03,1,0.4447,0.0234,48.98
17727,2026-04,1,0.4825,0.0281,51.91
17727,2026-05,1,0.4914,0.0405,47.51
17727,2026-06,1,0.4313,0.0348,43.13
67946,2025-10,1,0.4049,0.0356,45.85
67946,2025-11,1,0.4057,0.0213,36.57
67946,2025-12,1,0.407,0.0286,50.39
67946,2026-01,1,0.39,0.0262,49.74
67946,2026-02,1,0.3991,0.0225,54.99
67946,2026-03,1,0.4286,0.0364,44.25
67946,2026-04,1,0.392,0.0278,37.92
67946,2026-05,1,0.3896,0.0139,35.16
67946,2026-06,1,0.3837,0.0152,42.46
49849,2025-10,0,0.4043,0.0483,
49849,2025-11,0,0.4088,0.0438,
49849,2025-12,0,0.403,0.0542,
49849,2026-01,0,0.4085,0.0388,
49849,2026-02,0,0.4099,0.043,
49849,2026-03,0,0.391,0.0522,
49849,2026-04,0,0.4303,0.0389,
49849,2026-05,0,0.4193,0.0368,
49849,2026-06,0,0.4006,0.042,
11739,2025-10,0,0.6339,0.0528,
11739,2025-11,0,0.634,0.0565,
11739,2025-12,0,0.6316,0.0375,
11739,2026-01,0,0.6447,0.0375,
11739,2026-02,0,0.6228,0.0325,
11739,2026-03,0,0.6392,0.0404,
11739,2026-04,0,0.6326,0.0463,
11739,2026-05,0,0.6201,0.0282,
11739,2026-06,0,0.6298,0.0481,
82925,2025-10,0,0.5375,0.0657,
82925,2025-11,0,0.5373,0.0422,
82925,2025-12,0,0.5306,0.0475,
82925,2026-01,0,0.541,0.0345,
82925,2026-02,0,0.5451,0.0458,
82925,2026-03,0,0.5401,0.0445,
82925,2026-04,0,0.5238,0.04,
82925,2026-05,0,0.515,0.0349,
82925,2026-06,0,0.5319,0.0445,
70317,2025-10,0,0.5773,0.0469,
70317,2025-11,0,0.5782,0.0584,
70317,2025-12,0,0.5852,0.0344,
70317,2026-01,0,0.5906,0.0455,
70317,2026-02,0,0.5746,0.04,
70317,2026-03,0,0.5833,0.0363,
70317,2026-04,0,0.5791,0.0517,
70317,2026-05,0,0.5607,0.0516,
70317,2026-06,0,0.5861,0.0572,
49965,2025-10,1,0.3862,0.0304,61.8
49965,2025-11,1,0.3864,0.0271,68.83
49965,2025-12,1,0.3792,0.0357,58.03
49965,2026-01,1,0.3801,0.0353,48.22
49965,2026-02,1,0.3836,0.0235,49.62
49965,2026-03,1,0.3818,0.0219,50.82
49965,2026-04,1,0.3731,0.0085,49.1
49965,2026-05,1,0.3507,0.0255,52.15
49965,2026-06,1,0.3697,0.0298,67.66
26270,2025-10,0,0.5643,0.0471,
26270,2025-11,0,0.5677,0.0378,
26270,2025-12,0,0.5634,0.0488,
26270,2026-01,0,0.5624,0.0199,
26270,2026-02,0,0.5784,0.0349,
26270,2026-03,0,0.59,0.0314,
26270,2026-04,0,0.5839,0.0495,
26270,2026-05,0,0.5741,0.0278,
26270,2026-06,0,0.5586,0.0273,
50623,2025-10,0,0.5093,0.0461,
50623,2025-11,0,0.5118,0.0443,
50623,2025-12,0,0.5038,0.0422,
50623,2026-01,0,0.5019,0.0226,
50623,2026-02,0,0.4962,0.0555,
50623,2026-03,0,0.5332,0.0501,
50623,2026-04,0,0.5284,0.0437,
50623,2026-05,0,0.5111,0.0482,
50623,2026-06,0,0.5231,0.053,
53486,2025-10,0,0.4436,0.0388,
53486,2025-11,0,0.4444,0.0215,
53486,2025-12,0,0.4368,0.0445,
53486,2026-01,0,0.4466,0.0217,
53486,2026-02,0,0.4403,0.0291,
53486,2026-03,0,0.4599,0.038,
53486,2026-04,0,0.4257,0.0493,
53486,2026-05,0,0.4225,0.0367,
53486,2026-06,0,0.4579,0.0343,
44918,2025-10,0,0.525,0.0394,
44918,2025-11,0,0.5267,0.036,
44918,2025-12,0,0.5259,0.0249,
44918,2026-01,0,0.5368,0.0389,
44918,2026-02,0,0.5487,0.042,
44918,2026-03,0,0.5282,0.0438,
44918,2026-04,0,0.5389,0.0557,
44918,2026-05,0,0.58,0.0618,
44918,2026-06,0,0.5486,0.0285,
54807,2025-10,1,0.3469,0.0235,54.36
54807,2025-11,1,0.3455,0.0348,60.42
54807,2025-12,1,0.35,0.031,61.63
54807,2026-01,1,0.3311,0.0255,61.56
54807,2026-02,1,0.3379,0.0305,77.77
54807,2026-03,1,0.3248,0.0368,34.37
54807,2026-04,1,0.3434,0.0282,62.55
54807,2026-05,1,0.3662,0.015,55.05
54807,2026-06,1,0.325,0.0437,53.24
55443,2025-10,0,0.589,0.0478,
55443,2025-11,0,0.5875,0.0385,
55443,2025-12,0,0.5693,0.0316,
55443,2026-01,0,0.6038,0.032,
55443,2026-02,0,0.6017,0.0524,
55443,2026-03,0,0.5793,0.0503,
55443,2026-04,0,0.6096,0.064,
55443,2026-05,0,0.554,0.0277,
55443,2026-06,0,0.6104,0.0427,
44145,2025-10,0,0.5436,0.0413,
44145,2025-11,0,0.543,0.0335,
44145,2025-12,0,0.5408,0.0314,
44145,2026-01,0,0.5695,0.0644,
44145,2026-02,0,0.5309,0.0238,
44145,2026-03,0,0.5516,0.0349,
44145,2026-04,0,0.5639,0.0461,
44145,2026-05,0,0.5963,0.0516,
44145,2026-06,0,0.5819,0.0368,
64745,2025-10,0,0.6033,0.0492,
64745,2025-11,0,0.6011,0.0422,
64745,2025-12,0,0.6082,0.0408,
64745,2026-01,0,0.6048,0.0499,
64745,2026-02,0,0.5935,0.0373,
64745,2026-03,0,0.6061,0.0501,
64745,2026-04,0,0.6145,0.0221,
64745,2026-05,0,0.6103,0.0468,
64745,2026-06,0,0.6031,0.0305,
58915,2025-10,1,0.3648,0.0126,43.89
58915,2025-11,1,0.3618,0.0424,64.28
58915,2025-12,1,0.3557,0.0313,40.24
58915,2026-01,1,0.3505,0.0246,50.96
58915,2026-02,1,0.344,0.0299,57.88
58915,2026-03,1,0.3746,0.03,60.04
58915,2026-04,1,0.3672,0.0185,57.33
58915,2026-05,1,0.3438,0.0323,52.19
58915,2026-06,1,0.3481,0.032,57.59
41092,2025-10,0,0.4558,0.0231,
41092,2025-11,0,0.4532,0.0408,
41092,2025-12,0,0.4571,0.0377,
41092,2026-01,0,0.4576,0.0621,
41092,2026-02,0,0.4688,0.0473,
41092,2026-03,0,0.4571,0.044,
41092,2026-04,0,0.4679,0.0156,
41092,2026-05,0,0.4625,0.0723,
41092,2026-06,0,0.4296,0.0262,
18775,2025-10,0,0.52,0.045,
18775,2025-11,0,0.5244,0.0305,
18775,2025-12,0,0.5332,0.0438,
18775,2026-01,0,0.5223,0.0511,
18775,2026-02,0,0.5148,0.0551,
18775,2026-03,0,0.5381,0.0374,
18775,2026-04,0,0.5767,0.0415,
18775,2026-05,0,0.4923,0.0235,
18775,2026-06,0,0.4912,0.0161,
71061,2025-10,1,0.3062,0.0268,56.46
71061,2025-11,1,0.3095,0.0236,52.11
71061,2025-12,1,0.3076,0.0189,59.08
71061,2026-01,1,0.3038,0.0363,46.18
71061,2026-02,1,0.3076,0.0144,51.66
71061,2026-03,1,0.3243,0.0228,71.97
71061,2026-04,1,0.3035,0.0276,45.23
71061,2026-05,1,0.3212,0.0158,64.2
71061,2026-06,1,0.3207,0.0322,55.35
77328,2025-10,0,0.4693,0.0296,
77328,2025-11,0,0.4731,0.0379,
77328,2025-12,0,0.4666,0.032,
77328,2026-01,0,0.4718,0.0355,
77328,2026-02,0,0.4453,0.0399,
77328,2026-03,0,0.4922,0.0493,
77328,2026-04,0,0.4746,0.0368,
77328,2026-05,0,0.4448,0.0556,
77328,2026-06,0,0.5024,0.0429,
23801,2025-10,0,0.4824,0.0446,
23801,2025-11,0,0.4872,0.0498,
23801,2025-12,0,0.4879,0.0432,
23801,2026-01,0,0.4706,0.0515,
23801,2026-02,0,0.4847,0.0378,
23801,2026-03,0,0.4689,0.0375,
23801,2026-04,0,0.4779,0.0402,
23801,2026-05,0,0.5135,0.0295,
23801,2026-06,0,0.4724,0.0385,
21797,2025-10,0,0.455,0.0434,
21797,2025-11,0,0.4588,0.0461,
21797,2025-12,0,0.4643,0.0426,
21797,2026-01,0,0.4503,0.0399,
21797,2026-02,0,0.451,0.0535,
21797,2026-03,0,0.4724,0.0469,
21797,2026-04,0,0.4289,0.053,
21797,2026-05,0,0.464,0.0334,
21797,2026-06,0,0.4585,0.0532,
76290,2025-10,0,0.6,0.0293,
76290,2025-11,0,0.6026,0.0227,
76290,2025-12,0,0.604,0.0524,
76290,2026-01,0,0.5948,0.0573,
76290,2026-02,0,0.6139,0.0354,
76290,2026-03,0,0.6127,0.0447,
76290,2026-04,0,0.5843,0.0368,
76290,2026-05,0,0.6057,0.0304,
76290,2026-06,0,0.6116,0.0424,
71413,2025-10,0,0.4683,0.054,
71413,2025-11,0,0.4685,0.0276,
71413,2025-12,0,0.4724,0.0487,
71413,2026-01,0,0.4715,0.0627,
71413,2026-02,0,0.4724,0.0484,
71413,2026-03,0,0.4524,0.048,
71413,2026-04,0,0.4866,0.0351,
71413,2026-05,0,0.46,0.0486,
71413,2026-06,0,0.5039,0.0593,
89248,2025-10,0,0.5388,0.025,
89248,2025-11,0,0.5365,0.042,
89248,2025-12,0,0.5401,0.0377,
89248,2026-01,0,0.5524,0.0225,
89248,2026-02,0,0.543,0.0394,
89248,2026-03,0,0.5505,0.0251,
89248,2026-04,0,0.5381,0.0336,
89248,2026-05,0,0.5331,0.0518,
89248,2026-06,0,0.555,0.0427,
74546,2025-10,1,0.3509,0.0136,47.86
74546,2025-11,1,0.3478,0.0333,54.08
74546,2025-12,1,0.3473,0.0154,49.76
74546,2026-01,1,0.3454,0.0291,52.08
74546,2026-02,1,0.368,0.0215,36.8
74546,2026-03,1,0.3566,0.0341,48.94
74546,2026-04,1,0.352,0.034,71.73
74546,2026-05,1,0.3463,0.0349,49.56
74546,2026-06,1,0.3411,0.0261,49.79
25352,2025-10,0,0.6406,0.0633,
25352,2025-11,0,0.6419,0.0422,
25352,2025-12,0,0.6532,0.0429,
25352,2026-01,0,0.6424,0.047,
25352,2026-02,0,0.6392,0.0529,
25352,2026-03,0,0.6366,0.0406,
25352,2026-04,0,0.6427,0.0361,
25352,2026-05,0,0.654,0.0352,
25352,2026-06,0,0.6439,0.0292,
90971,2025-10,1,0.3273,0.0096,51.43
90971,2025-11,1,0.3298,0.0301,48.21
90971,2025-12,1,0.3223,0.0244,40.04
90971,2026-01,1,0.308,0.0198,46.55
90971,2026-02,1,0.309,0.0152,43.79
90971,2026-03,1,0.3121,0.0365,46.78
90971,2026-04,1,0.3358,0.023,38.99
90971,2026-05,1,0.3296,0.0104,39.35
90971,2026-06,1,0.2762,0.0222,41.36
32658,2025-10,0,0.4755,0.036,
32658,2025-11,0,0.4749,0.0617,
32658,2025-12,0,0.4788,0.0335,
32658,2026-01,0,0.4842,0.0482,
32658,2026-02,0,0.4874,0.0382,
32658,2026-03,0,0.4911,0.051,
32658,2026-04,0,0.4784,0.0424,
32658,2026-05,0,0.4598,0.0427,
32658,2026-06,0,0.5026,0.0596,
81299,2025-10,0,0.6232,0.0538,
81299,2025-11,0,0.6238,0.0438,
81299,2025-12,0,0.6208,0.0408,
81299,2026-01,0,0.6264,0.049,
81299,2026-02,0,0.6191,0.0305,
81299,2026-03,0,0.6402,0.047,
81299,2026-04,0,0.6066,0.0484,
81299,2026-05,0,0.6365,0.0407,
81299,2026-06,0,0.5961,0.0342,
78299,2025-10,0,0.4118,0.0423,
78299,2025-11,0,0.4179,0.0525,
78299,2025-12,0,0.4096,0.0448,
78299,2026-01,0,0.4199,0.0422,
78299,2026-02,0,0.4213,0.0294,
78299,2026-03,0,0.4183,0.0357,
78299,2026-04,0,0.4216,0.0343,
78299,2026-05,0,0.4411,0.0512,
78299,2026-06,0,0.4241,0.0345,
53616,2025-10,0,0.5383,0.0445,
53616,2025-11,0,0.5384,0.0362,
53616,2025-12,0,0.5438,0.0322,
53616,2026-01,0,0.5397,0.0417,
53616,2026-02,0,0.5491,0.0496,
53616,2026-03,0,0.5438,0.0369,
53616,2026-04,0,0.5654,0.0384,
53616,2026-05,0,0.5529,0.037,
53616,2026-06,0,0.5197,0.0379,
33693,2025-10,1,0.3046,0.0274,42.59
33693,2025-11,1,0.3012,0.0092,40.78
33693,2025-12,1,0.292,0.0297,60.43
33693,2026-01,1,0.2971,0.0374,46.09
33693,2026-02,1,0.2868,0.0336,71.11
33693,2026-03,1,0.3014,0.0232,44.24
33693,2026-04,1,0.2898,0.0345,62.31
33693,2026-05,1,0.2912,0.029,60.16
33693,2026-06,1,0.2799,0.0243,50.27
38666,2025-10,0,0.6506,0.0415,
38666,2025-11,0,0.6542,0.0238,
38666,2025-12,0,0.6458,0.0309,
38666,2026-01,0,0.6496,0.0411,
38666,2026-02,0,0.6539,0.049,
38666,2026-03,0,0.6577,0.0416,
38666,2026-04,0,0.6402,0.0606,
38666,2026-05,0,0.629,0.0305,
38666,2026-06,0,0.6477,0.0411,
10348,2025-10,1,0.346,0.0255,64.39
10348,2025-11,1,0.3445,0.0254,55.09
10348,2025-12,1,0.3375,0.0409,72.75
10348,2026-01,1,0.3323,0.0269,50.08
10348,2026-02,1,0.3259,0.0211,59.8
10348,2026-03,1,0.3311,0.0269,45.05
10348,2026-04,1,0.3209,0.0216,57.61
10348,2026-05,1,0.3273,0.0344,38.74
10348,2026-06,1,0.3662,0.0248,63.18
79069,2025-10,0,0.5684,0.0449,
79069,2025-11,0,0.5668,0.0442,
79069,2025-12,0,0.565,0.0274,
79069,2026-01,0,0.5757,0.0234,
79069,2026-02,0,0.5805,0.0456,
79069,2026-03,0,0.5744,0.0464,
79069,2026-04,0,0.5651,0.0248,
79069,2026-05,0,0.6222,0.0326,
79069,2026-06,0,0.5956,0.0381,
65058,2025-10,0,0.5487,0.0362,
65058,2025-11,0,0.5504,0.0445,
65058,2025-12,0,0.5473,0.0538,
65058,2026-01,0,0.5547,0.0574,
65058,2026-02,0,0.539,0.0402,
65058,2026-03,0,0.5459,0.0603,
65058,2026-04,0,0.5571,0.042,
65058,2026-05,0,0.558,0.0448,
65058,2026-06,0,0.5607,0.0551,
75244,2025-10,0,0.644,0.0502,
75244,2025-11,0,0.6477,0.0173,
75244,2025-12,0,0.6434,0.0483,
75244,2026-01,0,0.6564,0.0372,
75244,2026-02,0,0.6526,0.0383,
75244,2026-03,0,0.6482,0.0512,
75244,2026-04,0,0.6367,0.0399,
75244,2026-05,0,0.68,0.0433,
75244,2026-06,0,0.6472,0.031,
